0.0000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.0000
0.0100,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.0000,0.0000
0.0200,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.0000,0.0000
0.0300,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.0000,0.0000
0.0400,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.0000,0.0000
0.0500,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.0000,0.0000
0.0600,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.0263,0.0000,0.0000
0.0700,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.0021,0.0000,0.0000
0.0800,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,-0.0082,0.0000,0.0000
0.0900,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.0011,0.0000,0.0000
0.1000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,-0.0007,0.0000,0.0000
0.1100,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.0385,0.0009,0.0000,0.0000
0.1200,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.0103,-0.0002,0.0000,0.0000
0.1300,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,-0.0003,0.0048,0.0000,0.0000
0.1400,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,-0.0013,0.0001,0.0000,0.0000
0.1500,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,-0.0004,0.0003,0.0000,0.0000
0.1600,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.0484,0.0007,0.0003,0.0000,0.0000
0.1700,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.0127,-0.0006,0.0000,0.0000,0.0000
0.1800,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.0017,0.0002,0.0009,0.0000,0.0000
0.1900,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.0009,-0.0006,-0.0002,0.0000,0.0000
0.2000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.0008,0.0070,-0.0006,0.0000,0.0000
0.2100,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.0570,-0.0006,0.0006,0.0002,0.0000,0.0000
0.2200,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.0040,0.0007,0.0006,-0.0000,0.0000,0.0000
0.2300,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,-0.0005,-0.0003,-0.0002,-0.0027,0.0000,0.0000
0.2400,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,0.0002,-0.0011,-0.0004,-0.0009,0.0000,0.0000
0.2500,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.1500,-0.0004,-0.0006,0.0001,0.0053,0.0000,0.0000
0.2600,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.0644,0.0011,0.0002,-0.0002,0.0014,0.0000,0.0000
0.2700,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.0050,-0.0008,-0.0004,0.0000,0.0006,0.0000,0.0000
0.2800,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.0015,0.0055,0.0002,-0.0019,-0.0001,0.0000,0.0000
0.2900,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.0010,0.0009,-0.0001,-0.0010,-0.0004,0.0000,0.0000
0.3000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.1500,0.0005,0.0003,-0.0001,-0.0006,-0.0006,0.0000,0.0000
0.3100,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.0711,-0.0005,-0.0006,0.0001,0.0001,-0.0000,0.0000,0.0000
0.3200,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.0006,0.0004,-0.0006,0.0001,-0.0000,-0.0001,0.0000,0.0000
0.3300,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,-0.0026,-0.0004,-0.0003,0.0030,-0.0001,0.0001,0.0000,0.0000
0.3400,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,0.0127,0.0000,-0.0002,0.0002,-0.0002,-0.0002,0.0000,0.0000
0.3500,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.1500,-0.0005,-0.0010,-0.0001,0.0001,-0.0002,-0.0033,0.0000,0.0000
0.3600,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.0770,-0.0001,-0.0005,-0.0005,-0.0001,-0.0001,-0.0013,0.0000,0.0000
0.3700,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.0120,0.0012,-0.0003,-0.0003,-0.0002,-0.0000,-0.0001,0.0000,0.0000
0.3800,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.0038,-0.0010,-0.0000,-0.0016,-0.0004,0.0034,0.0002,0.0000,0.0000
0.3900,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.0008,0.0020,0.0103,-0.0005,-0.0005,0.0004,0.0000,0.0000,0.0000
0.4000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.1500,0.0005,0.0000,0.0015,-0.0006,-0.0004,-0.0025,0.0001,0.0000,0.0000
0.4100,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.0824,0.0005,-0.0010,-0.0003,-0.0004,-0.0004,-0.0007,0.0001,0.0000,0.0000
0.4200,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.0116,0.0011,0.0000,0.0003,-0.0003,-0.0004,-0.0001,0.0000,0.0000,0.0000
0.4300,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.0040,-0.0007,0.0000,-0.0013,-0.0002,-0.0004,-0.0002,0.0022,0.0000,0.0000
0.4400,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.0009,-0.0006,-0.0007,0.0006,0.0084,-0.0003,-0.0002,0.0005,0.0000,0.0000
0.4500,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.1500,0.0007,-0.0006,-0.0002,0.0000,0.0008,-0.0025,-0.0002,-0.0000,0.0000,0.0000
0.4600,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.0873,0.0002,0.0006,-0.0003,-0.0001,0.0006,-0.0009,-0.0002,0.0001,0.0000,0.0000
0.4700,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.1500,0.0126,0.0011,-0.0001,0.0003,-0.0004,0.0000,-0.0001,-0.0002,0.0001,0.0000,0.0000
